,norm_form,real_view,f_a,f_b,f_ab,f_a_contrasting,f_b_contrasting,f_ab_contrasting,part_of_speech_a,part_of_speech_b,syntax_templates,mi,mi3,t_score,dice,chi_sq,jaccard,poisson_stirling,log_dice,minimum_sensitivity,mi_contrasting,mi3_contrasting,t_score_contrasting,dice_contrasting,chi_sq_contrasting,jaccard_contrasting,poisson_stirling_contrasting,log_dice_contrasting,minimum_sensitivity_contrasting,weirdness,cw,dw,value,check_frequency,check_collect,measure_comb_3,measure_comb_5,measure_comb_weardness,rang_mi,rang_mi3,rang_t_score,rang_minimum_sensitivity,rang_dice,rang_weirdness,measure_comb_weirdness,class
1586,"('пока', 'ещё')",пока еще,347,1110,19,2928,11241,27,ADVB,ADVB,1,5.646543405195684,14.142398432082857,4.271883194359314,4.932886777267181e-05,0.0009002018186741,0.0132127955493741,-290.8369577070707,-13.307208300372144,0.0171171171171171,1.5565632631085464,11.066338267435484,3.42966866030314,8.20328393862631e-07,9.64921701251619e-06,0.0019092066185829,-572.8669676776127,-19.217295099170844,0.0024019215372297,2.4848291646857863,70.55825649806725,5.685996450470627,0.7,1.0,0.4,1728665.1834939232,1687617010.7250998,10407601.453833016,10000,10000,10000,10000,10000,10000,1523530.2483859777,0
1603,"('совсем', 'недавно')",совсем недавно,191,87,8,1691,342,47,ADVB,ADVB,1,8.933379381683352,14.933379381683352,2.8226417720940464,0.0004814346753324,0.0038357376535211,0.0296296296296296,-96.1629785910758,-10.020372323884477,0.0418848167539267,8.186933754661146,19.29611145801642,6.832129239409706,8.126960413057086e-05,0.0037935017643594,0.0236656596173212,-685.5854565580573,-12.586924607618243,0.0277942046126552,0.6010337061278049,49.056734201360726,1.5319686982955294,0.1,0.0,0.2,1591140.2644515175,776066226.4778308,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
1604,"('недавно', 'быть')",недавно был,87,5317,10,342,54004,18,ADVB,INFN,1,4.456339553523621,11.100195743298348,3.0182293647298954,2.1617929045633288e-05,0.0001969330319387,0.0018539117538005,-164.97412152044208,-14.497412152044207,0.00188075982697,1.80515219966874,10.145002202553364,3.028605445852415,9.745866777899493e-07,8.939348495283883e-06,0.0003313208658518,-377.4367109269917,-18.96870616261065,0.0003333086438041,1.9617072352782523,57.55655507696995,4.471597768562498,0.1,0.0,0.2,1728665.1834939232,2994589712.8756137,10407601.453833016,10000,10000,10000,10000,10000,10000,1567707.2475197113,0
1608,"('один', 'неожиданный')",один неожиданный,2900,31,1,12905,190,1,ADJF,ADJF,1,3.4977182102786566,3.4977182102786566,0.911471745306476,1.1123470522803117e-05,9.241165100022622e-06,0.0003412969283276,-17.456033495289173,-15.456033495289171,0.0003448275862068,0.5483602329671099,0.5483602329671099,0.316203109666023,4.0783865902648914e-07,4.077750629599421e-08,7.63708568810142e-05,-22.22549812931228,-20.22549812931228,7.748934521503293e-05,3.531073023500854,0.0,6.625182861823457,0.25,0.5,0.0,1728665.1834939232,10171099024.784325,10407601.453833016,10000,10000,10000,10000,10000,10000,1458225.1192317626,0
1609,"('неожиданный', 'открытие')",неожиданным открытием,31,127,1,190,126,1,ADJF,NOUN,1,8.010870708408786,8.010870708408786,0.9961230729841112,0.000254000508001,0.0002520348429086,0.0063694267515923,-12.94288099715904,-10.94288099715904,0.0078740157480314,7.226722830448526,7.226722830448526,0.993323641365201,4.177109440267335e-05,4.121519868400261e-05,0.0031746031746031,-15.547135531830865,-13.547135531830865,0.0052631578947368,3.531073023500854,0.0,6.625182861823457,0.25,0.5,0.0,1728665.1834939232,4404320738.901792,10407601.453833016,10000,10000,10000,10000,10000,10000,1458225.1192317626,1
1627,"('больший', 'группа')",большая группа,1208,1813,15,2184,475,19,ADJF,NOUN,1,2.79807435210711,10.611855543324149,3.316129377225968,6.848989819661532e-06,7.53163825542149e-05,0.0049900199600798,-272.3351603019108,-16.155677353460717,0.0082735797021511,6.0372450315848125,14.533100058471984,4.292526935856636,1.8315018315018315e-05,0.0003374686354405,0.0071969696969696,-317.995653283197,-14.736613330694578,0.0086996336996337,2.787689229079622,66.5974103321317,6.083011908694065,0.7,1.0,0.4,1728665.1834939232,4661957615.424589,10407601.453833016,10000,10000,10000,10000,10000,10000,1499328.9358170629,0
1661,"('знать', 'ещё')",знаем еще,394,1110,7,10503,11241,27,INFN,ADVB,1,4.022710846931588,9.637420691046795,2.4829745542850343,1.6005853569305345e-05,9.867869040240717e-05,0.0046760187040748,-118.51728601045372,-14.93104085863624,0.0063063063063063,-0.2862507457570717,9.223524258569864,-1.1403841061608118,2.2868909237644329e-07,2.974046554202388e-07,0.001243265644426,-622.6229459169846,-21.06010910803646,0.0024019215372297,0.9154633764631844,47.8545695398669,2.2892404747153203,0.25,0.5,0.0,1728665.1834939232,3817786776.189612,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
1665,"('почему', 'тот')",почему тот,347,3005,1,2277,22140,6,ADVB,ADJF,1,-0.0381894226089802,-0.0381894226089802,-0.0268243565945671,9.590164327465752e-07,6.900565404561073e-10,0.0002984183825723,-20.99194112817681,-18.99194112817681,0.000332778702163,-1.2284653148049909,3.941459686637321,-3.2900958077614653,1.1901743962542833e-07,1.2883316997296595e-06,0.0002457908320019,-144.01394206250632,-22.00232367708438,0.0002710027100271,0.5885121705834757,0.0,2.196665045392029,0.25,0.5,0.0,1728665.1834939232,17257894714.514244,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
1675,"('глаз', 'почему')",глаза почему,538,347,1,7980,2277,0,NOUN,ADVB,1,2.4434974904329434,2.4434974904329434,0.8161625611155151,5.356588067664421e-06,3.568137547361007e-06,0.001131221719457,-18.51025421513489,-16.510254215134886,0.0018587360594795,0.0,0.0,0.0,0.0,1.4131782517512728e-06,0.0,0.0,0.0,0.0,0.0,0.0,10.997536981009224,0.25,0.5,0.0,1728665.1834939232,12496330567.588432,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
1755,"('мочь', 'работать')",может работать,3445,232,12,15899,927,10,NOUN,INFN,1,3.930444943569759,11.100369945012073,3.2369013683875902,1.5014263550372854e-05,0.0001573124038136,0.0032742155525238,-204.2796811439769,-15.02330676199807,0.0034833091436865,1.2827125218727429,7.926568711647468,1.8625120108108235,6.785009444393896e-07,2.3536865232102462e-06,0.0005946717411988,-214.91145840406648,-19.49114584040665,0.0006289703754953,4.237287628201026,63.361246822062014,8.038880383921661,0.7,1.0,0.4,1728665.1834939232,3419212527.616959,10407601.453833016,10000,10000,10000,10000,10000,10000,1433639.6588442938,1
1806,"('иметь', 'вид')",имеющие вид,2321,3535,63,2687,2432,49,INFN,NOUN,1,2.963006322026501,14.917566169026337,6.9193272601737625,7.67849296778019e-06,0.0003676238968355,0.0108751941998964,-1133.4169591631037,-15.990745383541327,0.0178217821782178,4.748860086937847,15.978279775168264,6.739655319340337,7.498335063561397e-06,0.0003405965273453,0.0096646942800788,-883.2249154917357,-16.02499827534154,0.0182359508745813,4.539951030215383,91.60928358985063,10.221814270768649,1.0,1.0,1.0,1728665.1834939232,3837772158.207702,10407601.453833016,10000,10000,10000,10000,10000,10000,754850.463459013,1
1808,"('наиболее', 'распространить')",наиболее распространена,844,335,32,119,48,0,ADVB,INFN,1,6.844635231515508,16.844635231515507,5.607635058035828,0.0001131781849048,0.0035589526427516,0.027898866608544,-451.4917271696743,-12.10911647405232,0.0379146919431279,0.0,0.0,0.0,0.0,4.442415972960105e-10,0.0,0.0,0.0,0.0,0.0,85.66802223655783,42.593662034742,0.8,1.0,0.6,1641079.4808635644,935122217.884798,10407601.453833016,10000,10000,10000,10000,10000,10000,1404060.2768156196,1
1835,"('замечательный', 'свойство')",замечательное свойство,73,498,3,166,131,2,ADJF,NOUN,1,6.388887715340887,9.5588127167832,1.7113820778497555,8.252186829509821e-05,0.0002416924093402,0.005281690140845,-43.694591970680825,-12.56486399022694,0.0060240963855421,8.365395929395016,10.365395929395016,1.4099253143361417,9.197093718384992e-05,0.0001828280504006,0.0067796610169491,-28.81692486576875,-12.408462432884376,0.0120481927710843,5.296609535251282,31.40076409501646,8.120911015557386,0.5,1.0,0.0,1728665.1834939232,2954842216.9743247,10407601.453833016,10000,10000,10000,10000,10000,10000,1396377.3204445357,0
1843,"('новый', 'центр')",новые центра,1311,505,2,2997,560,0,ADJF,NOUN,1,1.6171601577069168,3.617160157706917,0.9532131832294658,3.020897055380596e-06,2.744833503809959e-06,0.0011025358324145,-38.67318309572183,-17.336591547860912,0.0015255530129672,0.0,0.0,0.0,0.0,1.305286340290337e-07,0.0,0.0,0.0,0.0,0.0,21.13360444731157,13.731175949310032,0.25,0.5,0.0,1728665.1834939232,11800641379.521383,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
1855,"('долго', 'искать')",долго искать,84,55,1,1242,949,2,ADVB,INFN,1,7.780074569264409,7.780074569264409,0.995450494586384,0.0002164502164502,0.0002144852136736,0.0072463768115942,-13.17367713630342,-11.17367713630342,0.0119047619047619,2.605144627037799,4.6051446270378,1.18178562828226,1.6968450559874029e-06,2.369843111766934e-06,0.0009136592051164,-40.33742747048319,-18.168713735241592,0.001610305958132,1.765536511750427,0.0,4.747386963683065,0.25,0.5,0.0,1728665.1834939232,4547504262.956493,10407601.453833016,10000,10000,10000,10000,10000,10000,1588067.0819030842,1
1864,"('видимо', 'иметь')",видимо иметь,112,2321,3,1002,2687,5,ADVB,INFN,1,3.550828476886898,6.72075347832921,1.5842575075758871,1.154059210931249e-05,2.8965407271079608e-05,0.0012345679012345,-52.2087696860428,-15.40292322868093,0.0012925463162429,2.735339057958378,7.379195247733103,1.9002794164473336,1.8570971194938e-06,6.706092579584818e-06,0.001357220412595,-100.19259652160508,-18.038519304321014,0.0018608113137327,2.118643814100513,30.32604555262037,4.728429115416578,0.25,0.5,0.0,1728665.1834939232,6055349487.25645,10407601.453833016,10000,10000,10000,10000,10000,10000,1552725.4825960973,1
1881,"('уже', 'говориться')",уже говорилось,1017,37,18,7118,182,0,ADVB,INFN,1,8.924119377523692,17.263969380408316,4.233906778674219,0.0004783544606553,0.0085749660896931,0.0173745173745173,-216.53338190479445,-10.029632328044135,0.0176991150442477,0.0,0.0,0.0,0.0,1.0075355873575745e-07,0.0,0.0,0.0,0.0,0.0,74.90719603922558,33.82194393606254,0.8,1.0,0.6,1728665.1834939232,479548078.9987996,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
1918,"('затем', 'быстро')",затем быстро,569,304,3,1363,1532,3,ADVB,ADVB,1,4.138501850538817,7.30842685198113,1.6337069061578957,1.734344648968643e-05,4.628962842061333e-05,0.0034482758620689,-50.44574956508703,-14.81524985502901,0.0052724077328646,2.36505043427038,5.534975435712692,1.395841675598918,1.4367017924291563e-06,2.799232394185181e-06,0.0010373443983402,-61.22642378402704,-18.40880792800901,0.0019582245430809,3.5310730235008543,30.98386442537042,6.55525319062312,0.25,0.5,0.0,1728665.1834939232,5220287913.911046,10407601.453833016,10000,10000,10000,10000,10000,10000,1457840.9714132084,0
1935,"('характерный', 'черта')",характерная черта,653,220,16,37,667,7,ADJF,NOUN,1,6.821452810496738,14.82145281049674,3.9646330114870088,0.0001113740776834,0.0017506128264816,0.0186697782963827,-226.11678232113744,-12.13229889507109,0.0245022970903522,9.99021696752346,15.604926811638668,2.643149989449728,0.0002836419628023,0.0019815913556909,0.0100430416068866,-89.48548976329151,-10.78364139475593,0.0104947526236881,8.071024053716238,70.44016996501821,12.330544566072314,0.7,1.0,0.4,1728665.1834939232,1117230489.285096,10407601.453833016,10000,10000,10000,10000,10000,10000,1339523.4432985133,1
1968,"('вещество', 'который')",вещество которое,1308,6404,34,69,20852,2,NOUN,ADJF,1,2.0433101288038285,12.218235811304508,4.416325297429817,4.0590074628433685e-06,7.916659390447286e-05,0.004428236519927,-642.955013609976,-16.910441576764,0.0053091817613991,2.3174357609052083,4.317435760905209,1.1304887478512535,1.3900588550919246e-06,1.7765019016259451e-06,9.560686457287634e-05,-40.912845202748365,-18.456422601374182,9.59140610013428e-05,60.02824139951452,86.30208883174197,30.741128268638214,0.7,1.0,0.4,1728665.1834939232,5182274391.773602,10407601.453833016,10000,10000,10000,10000,10000,10000,959217.1029298502,0
1976,"('разный', 'тип')",разными типами,1305,993,34,705,124,4,ADJF,NOUN,1,4.735730547832548,14.910656230333226,5.612103930024501,2.6237300953417216e-05,0.0008263624356915,0.0150176678445229,-551.4127193629996,-14.21802115773528,0.0260536398467432,7.358182604606359,11.35818260460636,1.9878102073547592,4.575611988103409e-05,0.0001808002480193,0.0048484848484848,-61.66270303069213,-13.41567575767303,0.0056737588652482,30.01412069975726,85.9052539504113,25.061479500977008,0.8,1.0,0.6,1728665.1834939232,2175605950.247818,10407601.453833016,10000,10000,10000,10000,10000,10000,894296.1215941897,1
1977,"('тип', 'клетка')",типа клеток,993,2848,18,124,208,0,NOUN,NOUN,1,2.692293368515369,11.032143371399997,3.586230682793135,6.364778166264978e-06,8.185773348259603e-05,0.0047083442322783,-328.7062500669443,-16.26145833705246,0.0063202247191011,0.0,0.0,0.0,0.0,2.0059312460536953e-09,0.0,0.0,0.0,0.0,0.0,74.90719603922558,33.82194393606254,0.7,1.0,0.4,1728665.1834939232,4680608419.448268,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
2026,"('мочь', 'разойтись')",может разойдутся,3445,9,1,15899,155,2,NOUN,INFN,1,5.033538436533863,5.033538436533863,0.9694680919157652,3.225286244154169e-05,3.0313445613378312e-05,0.0002896032435563,-15.920213269033963,-13.920213269033963,0.0002902757619738,1.5410855503366736,3.541085550336674,0.9282518862659636,8.115746780584699e-07,6.99294590941057e-07,0.0001245950660353,-42.46554562388543,-19.23277281194272,0.000125794075099,1.765536511750427,0.0,4.747386963683065,0.25,0.5,0.0,1728665.1834939232,7389533779.034995,10407601.453833016,10000,10000,10000,10000,10000,10000,1588067.0819030842,0
2073,"('центр', 'расположить')",центр расположен,505,535,2,560,210,1,NOUN,INFN,1,2.910217046640162,4.910217046640162,1.226086023973521,7.4026094198204866e-06,1.1128246049288034e-05,0.001926782273603,-36.08706931785533,-16.043534658927666,0.0037383177570093,4.9303298276683005,4.9303298276683005,0.9672038523202856,8.503401360544217e-06,7.954789897476197e-06,0.0013003901170351,-17.84352853461109,-15.843528534611089,0.0017857142857142,7.062146047001708,20.548641946590408,8.824601839929509,0.25,0.5,0.0,1728665.1834939232,8526803684.240062,10407601.453833016,10000,10000,10000,10000,10000,10000,1357194.2429520069,0
2102,"('быть', 'выделить')",был выделен,5317,157,12,54004,49,1,INFN,INFN,1,3.8676967063145167,11.037621707756829,3.226801526579389,1.4375234346268248e-05,0.000149678506393,0.0021969974368363,-205.03265999103976,-15.086054999253312,0.0022569117923641,0.4383698689971167,0.4383698689971167,0.2620320169602935,3.77900956694062e-07,2.5946973660408973e-08,1.850070302671501e-05,-22.33548849328228,-20.33548849328228,1.8517146878009035e-05,42.37287628201025,66.082204323692,21.653477078955728,0.7,1.0,0.4,1728665.1834939232,3490390039.016928,10407601.453833016,10000,10000,10000,10000,10000,10000,1211986.367538517,1
2107,"('действие', 'который')",действие которого,843,6404,17,494,20852,12,NOUN,ADJF,1,1.6770681333598283,9.851993815860508,2.833738337424567,3.148980878647168e-06,2.528654622089429e-05,0.0023513139695712,-327.703620727536,-17.276683572208,0.0026545908806995,2.062555486819856,9.23248048826217,2.6348247423491333,1.16494810932805e-06,8.087420916987167e-06,0.0005624824224242,-248.5356345055144,-18.71130287545953,0.000575484366008,5.002353449959544,70.61346892023498,9.332688056971154,0.7,1.0,0.4,1728665.1834939232,6189028155.687775,10407601.453833016,10000,10000,10000,10000,10000,10000,1405212.7202712826,1
2151,"('который', 'нет')",который нет,6404,565,14,20852,6766,28,ADJF,PRED,1,1.9742419778066256,9.588951821921832,2.789392076593144,3.8692631264751565e-06,3.010560716959217e-05,0.0020129403306973,-265.7131361886568,-16.979509727761204,0.0021861336664584,-0.4907723220530067,9.1239375220622,-2.144100577890892,1.9846243777989938e-07,9.123650268807278e-07,0.0010148604566872,-651.4096591613071,-21.2646306843324,0.0013427968540187,1.7655365117504271,63.74002155443408,4.183542203370713,0.7,1.0,0.4,1728665.1834939232,5935317964.97335,10407601.453833016,10000,10000,10000,10000,10000,10000,1587682.93408453,0
2160,"('многий', 'другой')",многих других,532,2772,18,464,8628,16,ADJF,ADJF,1,3.631682729371737,11.971532732256362,3.900353362992324,1.2205839273508446e-05,0.0001856844589908,0.0054777845404747,-311.79724157152964,-15.32206897619609,0.0064935064935064,3.841066905991364,11.841066905991363,3.720884703971541,3.996610873978866e-06,5.5333009528917e-05,0.001762891141472,-302.9246633006084,-16.932791456288026,0.0018544274455261,3.972457151438461,71.08113206124072,8.03830622643431,0.7,1.0,0.4,1728665.1834939232,3495709512.968428,10407601.453833016,10000,10000,10000,10000,10000,10000,1443243.3543081488,1
2161,"('другой', 'система')",другая система,2772,2532,21,8628,85,0,ADJF,NOUN,1,1.6032958967810336,10.387930742338554,3.0743390428099207,2.992005361673608e-06,2.827911984221785e-05,0.0039750141964792,-406.3595719845227,-17.350455808786794,0.0075757575757575,0.0,0.0,0.0,0.0,5.7037447938541374e-08,0.0,0.0,0.0,0.0,0.0,77.9253641003742,36.0295154332239,0.8,1.0,0.6,1728665.1834939232,6106924189.450751,10407601.453833016,10000,10000,10000,10000,10000,10000,1694476.027642599,1
2185,"('широко', 'использоваться')",широко используются,255,257,19,262,42,1,ADVB,INFN,1,8.201701232958678,16.69755625984585,4.3440935923383455,0.0002899214160372,0.0054711502806272,0.0385395537525354,-242.28895897957383,-10.75205047260915,0.0739299610894941,8.34811793796318,8.34811793796318,0.9969312176099696,9.087604507451837e-05,9.031914327928904e-05,0.0033003300330033,-14.42574042431621,-12.42574042431621,0.0038167938931297,67.09038744651623,75.66271003801526,27.125946559019724,0.8,1.0,0.6,1385237.0337064636,615895970.7805067,10407601.453833016,10000,10000,10000,10000,10000,10000,1194699.715703578,1
2260,"('результат', 'этот')",результат этого,1334,4289,18,235,15635,3,NOUN,ADJF,1,1.6757081551899995,10.015558158074624,2.914641424580608,3.146013843160024e-06,2.6725811157698654e-05,0.0032114183764495,-347.004783906801,-17.27804355037783,0.0041967824667754,1.5498123176231438,4.719737319065456,1.140461069301308,8.164987174165981e-07,1.06198024121431e-06,0.0001890716581584,-63.67213813396874,-19.224046044656248,0.0001918771985929,21.186438141005123,73.97983632136344,19.504051059383126,0.7,1.0,0.4,1728665.1834939232,6143526810.82811,10407601.453833016,10000,10000,10000,10000,10000,10000,1252321.8884867087,1
2266,"('много', 'разный')",много разных,446,1305,2,2441,705,6,ADVB,ADJF,1,1.8030177141902768,3.803017714190277,1.0089359786784375,3.436248990601859e-06,3.4979358764043665e-06,0.0011435105774728,-38.30146798275511,-17.150733991377553,0.0015325670498084,3.644084835933236,8.814009837375549,2.2535616175764344,3.48653760666626e-06,1.770652057218864e-05,0.0019108280254777,-114.77864115807694,-17.129773526346153,0.0024580090126997,1.1770243411669514,19.13360444731157,3.198512807074798,0.25,0.5,0.0,1728665.1834939232,10653146092.534494,10407601.453833016,10000,10000,10000,10000,10000,10000,1671811.3063479008,0
2281,"('заставлять', 'этот')",заставлять это,59,4289,1,364,15635,1,INFN,ADJF,1,2.004683055570431,2.004683055570431,0.750810196012782,3.951772567585191e-06,2.22767722884617e-06,0.0002300437083045,-18.9490686499974,-16.949068649997397,0.0002331545814875,-0.666427876731709,-0.666427876731709,-0.5871383325334159,1.75711720323169e-07,6.057335112650892e-08,6.250781347668459e-05,-23.440286239011098,-21.440286239011098,6.395906619763352e-05,3.531073023500854,0.0,6.625182861823457,0.25,0.5,0.0,1728665.1834939232,13478855856.250525,10407601.453833016,10000,10000,10000,10000,10000,10000,1458225.1192317626,0
2333,"('мочь', 'перемещать')",может перемещать,3445,29,1,15899,12,2,NOUN,INFN,1,3.3454824428486027,3.3454824428486027,0.9016194072841324,1.0009509033581905e-05,8.136905616249338e-06,0.0002879355024474,-17.608269262719226,-15.608269262719226,0.0002902757619738,5.232247454889755,7.232247454889755,1.376590722932543,1.048283959158857e-05,1.9865002185294057e-05,0.0001257150040857,-35.08322181477927,-15.541610907389634,0.000125794075099,1.765536511750427,0.0,4.747386963683065,0.25,0.5,0.0,1728665.1834939232,10490812408.98644,10407601.453833016,10000,10000,10000,10000,10000,10000,1588067.0819030842,0
2342,"('тот', 'какой')",тот какой,3005,647,15,22140,4530,107,ADJF,ADJF,1,2.969871123585292,10.783652314802328,3.3786438187773733,7.715116742574842e-06,8.806986337168003e-05,0.004124278251306,-269.75820872973804,-15.983880581982538,0.0049916805324459,1.935662412078025,15.41859638488032,7.640125547023115,1.0668612940728375e-06,6.227431362977574e-05,0.0040281594699393,-2229.686966671546,-18.838195950201364,0.0048328816621499,0.4950102369393721,59.39593853736318,1.2751177707723618,0.7,1.0,0.4,1728665.1834939232,4438498360.636809,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
2347,"('движение', 'быть')",движение было,902,5317,2,1129,54004,17,NOUN,INFN,1,-1.2396286687703937,0.7603713312296065,-1.9252784622288213,4.170199172882696e-07,1.545766541875754e-06,0.0003216985684413,-44.38676074867645,-20.193380374338226,0.000376151965394,-0.0002872164103365,8.174638466090343,-0.0008209229608631,2.788232922286569e-07,1.8790306170985562e-13,0.0003084403802888,-387.16047483772536,-20.77414557868973,0.0003147914969261,0.4154203557059828,17.88567693386798,1.2921993764895814,0.1,0.0,0.2,1728665.1834939232,18068761268.56597,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
2363,"('иначе', 'говорить')",иначе говоря,151,448,35,689,10099,9,ADVB,INFN,1,9.037275061130112,19.295841095020045,5.9048196597068126,0.0005173841059602,0.0180395774077297,0.0620567375886524,-417.07668255532,-9.916476644437717,0.078125,2.2134983666558568,8.553348369540481,2.353167472951777,1.2934359133403689e-06,7.162268347686535e-06,0.0008349568605622,-185.0432399606118,-18.56035999562353,0.0008911773442915,13.731950646947768,85.52655151172414,18.26955003045256,0.8,1.0,0.6,1033357.6319108118,350172113.34448063,10407601.453833016,10000,10000,10000,10000,10000,10000,890454.6434086474,1
2367,"('клетка', 'мочь')",Клетка может,2848,3445,23,208,15899,0,NOUN,NOUN,1,1.2512919630667898,10.298415875180815,2.781237673512355,2.3442213923452e-06,1.813321587639039e-05,0.0036682615629984,-453.1565740775239,-17.702459742501038,0.0066763425253991,0.0,0.0,0.0,0.0,2.571959748468363e-07,0.0,0.0,0.0,0.0,0.0,79.66011825798657,37.38244658292661,0.7,1.0,0.4,1728665.1834939232,6583093826.501114,10407601.453833016,10000,10000,10000,10000,10000,10000,1652603.9154201904,0
2368,"('мочь', 'ездить')",может ездить,3445,4,1,15899,376,6,NOUN,INFN,1,6.203463437976175,6.203463437976175,0.9864302630736734,7.256894049346879e-05,7.061282031259772e-05,0.0002900232018561,-14.750288267591651,-12.750288267591651,0.0002902757619738,1.8475836046544296,7.017508606096742,1.7688809731178456,1.003676131109544e-06,3.140442290353805e-06,0.0003687995574405,-125.55764854574976,-18.92627475762496,0.0003773822252971,0.5885121705834757,0.0,2.196665045392029,0.25,0.5,0.0,1728665.1834939232,5887993579.59472,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
2436,"('помощь', 'специальный')",помощь специальных,736,314,10,1281,44,0,NOUN,ADJF,1,5.457497095506551,12.101353285281276,3.0903112776282824,4.327056217114373e-05,0.0004132348982551,0.0096153846153846,-154.96254610061277,-13.496254610061278,0.0135869565217391,0.0,0.0,0.0,0.0,4.383619290965046e-09,0.0,0.0,0.0,0.0,0.0,62.49103618704618,26.41248098067955,0.7,1.0,0.4,1728665.1834939232,2131394458.6352563,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
2439,"('программа', 'такой')",программа такая,152,3101,1,16,9891,0,NOUN,ADJF,1,1.1073063815116206,1.1073063815116206,0.535840156770836,2.121556713454064e-06,6.09151278891771e-07,0.0003075030750307,-19.84644532405621,-17.84644532405621,0.000322476620445,0.0,0.0,0.0,0.0,1.2308105430965942e-08,0.0,0.0,0.0,0.0,0.0,0.0,10.997536981009224,0.7,1.0,0.4,1728665.1834939232,15362364737.11843,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
2450,"('живой', 'клетка')",живых клеток,678,2848,20,1167,208,0,ADJF,NOUN,1,3.394804906352449,12.038661096127171,4.046951976275375,1.035762818600643e-05,0.0001696353731468,0.0057045065601825,-351.1789359843076,-15.55894679921538,0.0070224719101123,0.0,0.0,0.0,0.0,1.8878401323747286e-08,0.0,0.0,0.0,0.0,0.0,76.98078444458302,35.31914841424921,0.7,1.0,0.4,1728665.1834939232,3720212822.368175,10407601.453833016,10000,10000,10000,10000,10000,10000,1717909.0445744053,0
2481,"('смена', 'направление')",смена направления,134,833,1,84,517,3,NOUN,NOUN,1,3.185489829744508,3.185489829744508,0.8900811919310287,8.958807403558438e-06,7.0975661449298605e-06,0.0010351966873706,-17.76826187582332,-15.76826187582332,0.0012004801920768,7.9524829699068516,11.122407971349164,1.72505843253646,6.907985631389887e-05,0.0002055696736436,0.0050167224080267,-44.46412617711762,-12.82137539237254,0.0058027079303675,1.1770243411669514,0.0,3.692103385486307,0.25,0.5,0.0,1728665.1834939232,10831199186.576332,10407601.453833016,10000,10000,10000,10000,10000,10000,1671811.3063479008,1
2486,"('который', 'сейчас')",который сейчас,6404,142,2,20852,2297,29,ADJF,ADVB,1,1.1592469935468894,3.1592469935468896,0.7810048519470975,2.19932964432441e-06,1.3415219773840902e-06,0.0003056234718826,-39.58900942404188,-17.794504712020938,0.000312304809494,1.1184060714330255,10.83436806168817,2.904744809164426,6.054653393641578e-07,5.108639476470879e-06,0.0012543252595155,-628.0081164345445,-19.65545229084637,0.0013907538845194,0.2435222774828175,17.17940813692469,0.7674077613580153,0.1,0.0,0.2,1728665.1834939232,13648183386.432455,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
2487,"('сейчас', 'активно')",сейчас активно,142,103,1,2297,8,0,ADVB,ADVB,1,6.117504058879928,6.117504058879928,0.9855971718226086,6.837139340899768e-05,6.641609360759776e-05,0.0040983606557377,-14.8362476466879,-12.8362476466879,0.0070422535211267,0.0,0.0,0.0,0.0,1.429163794102151e-09,0.0,0.0,0.0,0.0,0.0,0.0,10.997536981009224,0.25,0.5,0.0,1728665.1834939232,5977334581.638478,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
2500,"('сидеть', 'несколько')",сидит несколько,44,976,1,2729,4534,3,INFN,ADVB,1,4.563582749367645,4.563582749367645,0.9577112639648644,2.328614008941877e-05,2.135830069684189e-05,0.000981354268891,-16.390168956200185,-14.390168956200185,0.0010245901639344,-0.2019044920143803,2.968020509427932,-0.2601813029441642,2.424578240574089e-07,1.6413015201068563e-08,0.0004132231404958,-68.9272885628813,-20.97576285429377,0.0006616674018526,1.1770243411669514,0.0,3.692103385486307,0.25,0.5,0.0,1728665.1834939232,8140989863.122298,10407601.453833016,10000,10000,10000,10000,10000,10000,1671811.3063479008,0
2501,"('несколько', 'разный')",несколько разных,976,1305,10,4534,705,1,ADVB,ADJF,1,2.995108371435057,9.638964561209782,2.765650418261402,7.851265624018591e-06,6.005293508596717e-05,0.0044033465433729,-179.5864333413277,-15.958643334132772,0.0076628352490421,0.165810239252448,0.165810239252448,0.1085722604270694,3.12845107258945e-07,3.6877980191409244e-09,0.0001909125620465,-22.608048123026943,-20.608048123026943,0.0002205558006175,35.31073023500854,62.03425936835526,19.75026570492165,0.7,1.0,0.4,1728665.1834939232,4771209495.267678,10407601.453833016,10000,10000,10000,10000,10000,10000,1220437.6195467098,0
